Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
AP012306.1	899482	900339		plus	hypothetical protein	hyaF	0	protein-coding		BAL38114.1	285	ECMDS42_0829
AP012306.1	900473	902017		plus	cytochrome bd-II oxidase, subunit I	appC	0	protein-coding		BAL38115.1	514	ECMDS42_0830
AP012306.1	902029	903165		plus	cytochrome bd-II oxidase, subunit II	appB	0	protein-coding		BAL38116.1	378	ECMDS42_0831
AP012306.1	903350	904648		plus	phosphoanhydride phosphorylase	appA	0	protein-coding		BAL38117.1	432	ECMDS42_0832
AP012306.1	905180	905392		minus	stress protein, member of the CspA-family	cspH	0	protein-coding		BAL38118.1	70	ECMDS42_0833
AP012306.1	905678	905890		plus	DNA-binding transcriptional regulator	cspG	0	protein-coding		BAL38119.1	70	ECMDS42_0834
AP012306.1	906064	906294		plus	cold shock gene	ymcE	0	protein-coding		BAL38120.1	76	ECMDS42_0835
AP012306.1	906284	906457		plus	predicted regulator of phosphatidylethanolamine synthesis	gnsA	0	protein-coding		BAL38121.1	57	ECMDS42_0836
AP012306.1	906506	907579		minus	predicted 4Fe-4S membrane protein	yccM	0	protein-coding		BAL38122.1	357	ECMDS42_0837
AP012306.1	907651	910395		minus	hybrid sensory histidine kinase in two-component regulatory system with TorR	torS	0	protein-coding		BAL38123.1	914	ECMDS42_0838
AP012306.1	910478	911506		plus	periplasmic sensory protein	torT	0	protein-coding		BAL38124.1	342	ECMDS42_0839
AP012306.1	911479	912171		minus	DNA-binding response regulator in two-component regulatory system with TorS	torR	0	protein-coding		BAL38125.1	230	ECMDS42_0840
AP012306.1	912301	913473		plus	trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit	torC	0	protein-coding		BAL38126.1	390	ECMDS42_0841
AP012306.1	913473	916019		plus	trimethylamine N-oxide (TMAO) reductase I, catalytic subunit	torA	0	protein-coding		BAL38127.1	848	ECMDS42_0842
AP012306.1	916016	916615		plus	chaperone	torD	0	protein-coding		BAL38128.1	199	ECMDS42_0843
AP012306.1	916767	917072		minus	modulator of CbpA co-chaperone	cbpM	0	protein-coding		BAL38129.1	101	ECMDS42_0844
AP012306.1	917072	917992		minus	curved DNA-binding protein, DnaJ homologue that functions as a co-chaperone of DnaK	cbpA	0	protein-coding		BAL38130.1	306	ECMDS42_0845
AP012306.1	918253	919509		plus	predicted protein	yccE	0	protein-coding		BAL38131.1	418	ECMDS42_0846
AP012306.1	919802	921043		plus	glucose-1-phosphatase/inositol phosphatase	agp	0	protein-coding		BAL38132.1	413	ECMDS42_0847
AP012306.1	921081	921308		minus	predicted protein	yccJ	0	protein-coding		BAL38133.1	75	ECMDS42_0848
AP012306.1	921329	921925		minus	predicted flavoprotein in Trp regulation	wrbA	0	protein-coding		BAL38134.1	198	ECMDS42_0849
AP012306.1	922298	922471		plus	conserved protein	ymdF	0	protein-coding		BAL38135.1	57	ECMDS42_0850
AP012306.1	922728	924056		minus	predicted transporter	ycdG	0	protein-coding		BAL38136.1	442	ECMDS42_0851
AP012306.1	924077	924571		minus	predicted oxidoreductase, flavin:NADH component	ycdH	0	protein-coding		BAL38137.1	164	ECMDS42_0852
AP012306.1	924582	925172		minus	predicted oxidoreductase	ycdI	0	protein-coding		BAL38138.1	196	ECMDS42_0853
AP012306.1	925182	925982		minus	predicted hydrolase	rarA	0	protein-coding		BAL38139.1	266	ECMDS42_0854
AP012306.1	925990	926376		minus	conserved protein	ycdK	0	protein-coding		BAL38140.1	128	ECMDS42_0855
AP012306.1	926388	927080		minus	predicted enzyme	ycdL	0	protein-coding		BAL38141.1	230	ECMDS42_0856
AP012306.1	927080	928228		minus	predicted monooxygenase	ycdM	0	protein-coding		BAL38142.1	382	ECMDS42_0857
AP012306.1	928459	929097		plus	predicted DNA-binding transcriptional regulator	ycdC	0	protein-coding		BAL38143.1	212	ECMDS42_0858
AP012306.1	929137	933099		minus	fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	putA	0	protein-coding		BAL38144.1	1320	ECMDS42_0859
AP012306.1	933522	935030		plus	proline:sodium symporter	putP	0	protein-coding		BAL38145.1	502	ECMDS42_0860
AP012306.1	935564	936402		plus	uncharacterized gene	ycdN	0	other				ECMDS42_0861
AP012306.1	935573	935683		plus	uncharacterized gene	ycdN	0	other				ECMDS42_0862
AP012306.1	935671	936402		plus	uncharacterized gene	ycdN	0	other				ECMDS42_0863
AP012306.1	936460	937587		plus	conserved protein	ycdO	0	protein-coding		BAL38146.1	375	ECMDS42_0864
AP012306.1	937593	938864		plus	conserved protein	ycdB	0	protein-coding		BAL38147.1	423	ECMDS42_0865
AP012306.1	939209	940273		plus	conserved protein with nucleoside triphosphate hydrolase domain	phoH	0	protein-coding		BAL38148.1	354	ECMDS42_0866
AP012306.1	940566	940653		minus	tRNA-Ser	serX	0	tRNA				ECMDS42_0867
AP012306.1	940887	941825		plus	2-ketoacid reductase	ycdW	0	protein-coding		BAL38149.1	312	ECMDS42_0868
AP012306.1	941880	942617		plus	predicted zinc-binding hydrolase	ycdX	0	protein-coding		BAL38150.1	245	ECMDS42_0869
AP012306.1	942641	943195		plus	conserved protein	ycdY	0	protein-coding		BAL38151.1	184	ECMDS42_0870
AP012306.1	943297	943788		plus	predicted inner membrane protein	ycdZ	0	protein-coding		BAL38152.1	163	ECMDS42_0871
AP012306.1	943852	944685		minus	outer membrane lipoprotein	csgG	0	protein-coding		BAL38153.1	277	ECMDS42_0872
AP012306.1	944712	945128		minus	predicted transport protein	csgF	0	protein-coding		BAL38154.1	138	ECMDS42_0873
AP012306.1	945153	945542		minus	predicted transport protein	csgE	0	protein-coding		BAL38155.1	129	ECMDS42_0874
AP012306.1	945547	946197		minus	DNA-binding transcriptional activator in two-component regulatory system	csgD	0	protein-coding		BAL38156.1	216	ECMDS42_0875
AP012306.1	946952	947407		plus	curlin nucleator protein, minor subunit in curli complex	csgB	0	protein-coding		BAL38157.1	151	ECMDS42_0876
AP012306.1	947448	947903		plus	cryptic curlin major subunit	csgA	0	protein-coding		BAL38158.1	151	ECMDS42_0877
AP012306.1	947962	948294		plus	predicted curli production protein	csgC	0	protein-coding		BAL38159.1	110	ECMDS42_0878
AP012306.1	948415	948726		plus	predicted protein	ymdA	0	protein-coding		BAL38160.1	103	ECMDS42_0879
AP012306.1	948821	949354		plus	conserved protein	ymdB	0	protein-coding		BAL38161.1	177	ECMDS42_0880
AP012306.1	949356	950777		plus	predicted hydrolase	ymdC	0	protein-coding		BAL38162.1	473	ECMDS42_0881
AP012306.1	950785	951942		minus	membrane protein required for modification of periplasmic glucan	mdoC	0	protein-coding		BAL38163.1	385	ECMDS42_0882
AP012306.1	952336	953871		plus	glucan biosynthesis protein, periplasmic	mdoG	0	protein-coding		BAL38164.1	511	ECMDS42_0883
AP012306.1	956542	956769		plus	predicted lipoprotein	yceK	0	protein-coding		BAL38165.1	75	ECMDS42_0885
AP012306.1	956770	957144		minus	predicted protein	msyB	0	protein-coding		BAL38166.1	124	ECMDS42_0886
AP012306.1	957227	958453		minus	predicted drug efflux system	mdtG	0	protein-coding		BAL38167.1	408	ECMDS42_0887
AP012306.1	958625	959545		minus	lauryl-acyl carrier protein (ACP)-dependent acyltransferase	lpxL	0	protein-coding		BAL38168.1	306	ECMDS42_0888
AP012306.1	959770	960822		plus	conserved protein	yceA	0	protein-coding		BAL38169.1	350	ECMDS42_0889
AP012306.1	960864	961439		minus	predicted protein	yceI	0	protein-coding		BAL38170.1	191	ECMDS42_0890
AP012306.1	961443	962009		minus	predicted cytochrome b561	yceJ	0	protein-coding		BAL38171.1	188	ECMDS42_0891
AP012306.1	962270	962410		minus	predicted protein	yceO	0	protein-coding		BAL38172.1	46	ECMDS42_0892
AP012306.1	962431	963549		minus	N-methyltryptophan oxidase, FAD-binding	solA	0	protein-coding		BAL38173.1	372	ECMDS42_0893
AP012306.1	963664	963918		minus	predicted protein	yceP	0	protein-coding		BAL38174.1	84	ECMDS42_0894
AP012306.1	964205	964450		minus	DNA damage-inducible protein I	dinI	0	protein-coding		BAL38175.1	81	ECMDS42_0895
AP012306.1	964524	965570		minus	dihydro-orotase	pyrC	0	protein-coding		BAL38176.1	348	ECMDS42_0896
AP012306.1	965676	966236		minus	predicted lipoprotein	yceB	0	protein-coding		BAL38177.1	186	ECMDS42_0897
AP012306.1	966370	967017		minus	glutaredoxin 2	grxB	0	protein-coding		BAL38178.1	215	ECMDS42_0898
AP012306.1	967081	968289		minus	predicted drug efflux system	mdtH	0	protein-coding		BAL38179.1	402	ECMDS42_0899
AP012306.1	968525	969109		plus	ribosomal-protein-S5-alanine N-acetyltransferase	rimJ	0	protein-coding		BAL38180.1	194	ECMDS42_0900
AP012306.1	969120	969767		plus	conserved protein	yceH	0	protein-coding		BAL38181.1	215	ECMDS42_0901
AP012306.1	969769	970692		plus	predicted oxidoreductase, NAD(P)-binding Rossmann-fold domain	mviM	0	protein-coding		BAL38182.1	307	ECMDS42_0902
AP012306.1	970802	972337		plus	predicted inner membrane protein	mviN	0	protein-coding		BAL38183.1	511	ECMDS42_0903
AP012306.1	972554	975739		minus	fused ribonucleaseE endoribonuclease/scaffold for formation of degradosome	rne	0	protein-coding		BAL38184.1	1061	ECMDS42_0904
AP012306.1	975874	976194		plus	predicted protein	yceQ	0	protein-coding		BAL38185.1	106	ECMDS42_0905
AP012306.1	976312	977271		plus	23S rRNA pseudouridylate synthase	rluC	0	protein-coding		BAL38186.1	319	ECMDS42_0906
AP012306.1	977383	977967		minus	predicted protein	yceF	0	protein-coding		BAL38187.1	194	ECMDS42_0907
AP012306.1	977961	978129		plus	uncharacterized gene	sraB	0	misc_RNA				ECMDS42_0908
AP012306.1	978166	978687		plus	conserved protein	yceD	0	protein-coding		BAL38188.1	173	ECMDS42_0909
AP012306.1	978739	978912		plus	50S ribosomal subunit protein L32	rpmF	0	protein-coding		BAL38189.1	57	ECMDS42_0910
AP012306.1	978993	980063		plus	fatty acid/phospholipid synthesis protein	plsX	0	protein-coding		BAL38190.1	356	ECMDS42_0911
AP012306.1	980131	981084		plus	3-oxoacyl-[acyl-carrier-protein] synthase III	fabH	0	protein-coding		BAL38191.1	317	ECMDS42_0912
AP012306.1	981100	982029		plus	malonyl-CoA-[acyl-carrier-protein] transacylase	fabD	0	protein-coding		BAL38192.1	309	ECMDS42_0913
AP012306.1	982042	982776		plus	3-oxoacyl-[acyl-carrier-protein] reductase	fabG	0	protein-coding		BAL38193.1	244	ECMDS42_0914
AP012306.1	982987	983223		plus	acyl carrier protein	acpP	0	protein-coding		BAL38194.1	78	ECMDS42_0915
AP012306.1	983311	984552		plus	3-oxoacyl-[acyl-carrier-protein] synthase II	fabF	0	protein-coding		BAL38195.1	413	ECMDS42_0916
AP012306.1	984672	985481		plus	4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex	pabC	0	protein-coding		BAL38196.1	269	ECMDS42_0917
AP012306.1	985484	986506		plus	predicted aminodeoxychorismate lyase	yceG	0	protein-coding		BAL38197.1	340	ECMDS42_0918
AP012306.1	986496	987137		plus	thymidylate kinase	tmk	0	protein-coding		BAL38198.1	213	ECMDS42_0919
AP012306.1	987134	988138		plus	DNA polymerase III, delta prime subunit	holB	0	protein-coding		BAL38199.1	334	ECMDS42_0920
AP012306.1	988149	988946		plus	predicted metallodependent hydrolase	ycfH	0	protein-coding		BAL38200.1	265	ECMDS42_0921
AP012306.1	989241	990674		plus	fused glucose-specific PTS enzyme IIBC components	ptsG	0	protein-coding		BAL38201.1	477	ECMDS42_0922
AP012306.1	990734	992923		minus	ferric-rhodotorulic acid outer membrane transporter	fhuE	0	protein-coding		BAL38202.1	729	ECMDS42_0923
AP012306.1	993257	993616		plus	purine nucleoside phosphoramidase	hinT	0	protein-coding		BAL38203.1	119	ECMDS42_0924
AP012306.1	993619	993996		plus	predicted protein	ycfL	0	protein-coding		BAL38204.1	125	ECMDS42_0925
AP012306.1	994010	994651		plus	predicted outer membrane lipoprotein	ycfM	0	protein-coding		BAL38205.1	213	ECMDS42_0926
AP012306.1	994632	995456		plus	thiamin kinase	ycfN	0	protein-coding		BAL38206.1	274	ECMDS42_0927
AP012306.1	995467	996492		plus	beta N-acetyl-glucosaminidase	nagZ	0	protein-coding		BAL38207.1	341	ECMDS42_0928
AP012306.1	996515	997057		plus	conserved protein	ycfP	0	protein-coding		BAL38208.1	180	ECMDS42_0929
AP012306.1	997457	998761		plus	respiratory NADH dehydrogenase 2/cupric reductase	ndh	0	protein-coding		BAL38209.1	434	ECMDS42_0930
AP012306.1	998971	999510		plus	predicted protein	ycfJ	0	protein-coding		BAL38210.1	179	ECMDS42_0931
AP012306.1	999572	1000204		minus	predicted DNA-binding transcriptional regulator	ycfQ	0	protein-coding		BAL38211.1	210	ECMDS42_0932
AP012306.1	1000445	1000702		plus	predicted protein	ycfR	0	protein-coding		BAL38212.1	85	ECMDS42_0933
AP012306.1	1000784	1001746		minus	conserved protein	ycfS	0	protein-coding		BAL38213.1	320	ECMDS42_0934
AP012306.1	1001890	1005336		minus	transcription-repair coupling factor	mfd	0	protein-coding		BAL38214.1	1148	ECMDS42_0935
AP012306.1	1005464	1006537		minus	predicted inner membrane protein	ycfT	0	protein-coding		BAL38215.1	357	ECMDS42_0936
AP012306.1	1006799	1007998		plus	outer membrane-specific lipoprotein transporter subunit	lolC	0	protein-coding		BAL38216.1	399	ECMDS42_0937
AP012306.1	1007991	1008692		plus	outer membrane-specific lipoprotein transporter subunit	lolD	0	protein-coding		BAL38217.1	233	ECMDS42_0938
AP012306.1	1008692	1009936		plus	outer membrane-specific lipoprotein transporter subunit	lolE	0	protein-coding		BAL38218.1	414	ECMDS42_0939
AP012306.1	1009965	1010876		plus	predicted DNA-binding transcriptional regulator	ycfX	0	protein-coding		BAL38219.1	303	ECMDS42_0940
AP012306.1	1010892	1011731		plus	deacetylase of acetyl-CoA synthetase, NAD-dependent	cobB	0	protein-coding		BAL38220.1	279	ECMDS42_0941
AP012306.1	1011851	1012639		minus	predicted inner membrane protein	ycfZ	0	protein-coding		BAL38221.1	262	ECMDS42_0942
AP012306.1	1012636	1013097		minus	predicted inner membrane protein	ymfA	0	protein-coding		BAL38222.1	153	ECMDS42_0943
AP012306.1	1013155	1014201		minus	polyamine transporter subunit	potD	0	protein-coding		BAL38223.1	348	ECMDS42_0944
AP012306.1	1014198	1014992		minus	polyamine transporter subunit	potC	0	protein-coding		BAL38224.1	264	ECMDS42_0945
AP012306.1	1014989	1015816		minus	polyamine transporter subunit	potB	0	protein-coding		BAL38225.1	275	ECMDS42_0946
AP012306.1	1015830	1016966		minus	polyamine transporter subunit	potA	0	protein-coding		BAL38226.1	378	ECMDS42_0947
AP012306.1	1017216	1018442		plus	peptidase T	pepT	0	protein-coding		BAL38227.1	408	ECMDS42_0948
AP012306.1	1018491	1019612		minus	conserved protein	ycfD	0	protein-coding		BAL38228.1	373	ECMDS42_0949
AP012306.1	1019688	1021148		minus	two-component response regulator, cognate to phoP	phoQ	0	protein-coding		BAL38229.1	486	ECMDS42_0950
AP012306.1	1021148	1021819		minus	DNA-binding response regulator in two-component regulatory system with PhoQ	phoP	0	protein-coding		BAL38230.1	223	ECMDS42_0951
AP012306.1	1021988	1023358		minus	adenylosuccinate lyase	purB	0	protein-coding		BAL38231.1	456	ECMDS42_0952
AP012306.1	1023362	1024003		minus	predicted lysogenization regulator	hflD	0	protein-coding		BAL38232.1	213	ECMDS42_0953
AP012306.1	1024039	1025145		minus	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	trmU	0	protein-coding		BAL38233.1	368	ECMDS42_0954
AP012306.1	1025199	1025660		minus	bifunctional thiamin pyrimidine pyrophosphate hydrolase; thiamin pyrophosphate hydrolase	ymfB	0	protein-coding		BAL38234.1	153	ECMDS42_0955
AP012306.1	1025670	1026323		minus	23S rRNA pseudouridine synthase	ymfC	0	protein-coding		BAL38235.1	217	ECMDS42_0956
AP012306.1	1026495	1027745		plus	e14 prophage; isocitrate dehydrogenase, specific for NADP+	icd	0	protein-coding		BAL38236.1	416	ECMDS42_0957
AP012306.1	1027593	1027745		plus	uncharacterized gene	icdC	0	other				ECMDS42_0958
AP012306.1	1028893	1029114		plus	predicted protein	ymgH	0	protein-coding		BAL38237.1	73	ECMDS42_0959
AP012306.1	1029123	1029335		plus	predicted protein	ycgI	0	protein-coding		BAL38238.1	70	ECMDS42_0960
AP012306.1	1029707	1029973		minus	cell division topological specificity factor	minE	0	protein-coding		BAL38239.1	88	ECMDS42_0961
AP012306.1	1029977	1030789		minus	membrane ATPase of the MinC-MinD-MinE system	minD	0	protein-coding		BAL38240.1	270	ECMDS42_0962
AP012306.1	1030813	1031508		minus	cell division inhibitor	minC	0	protein-coding		BAL38241.1	231	ECMDS42_0963
AP012306.1	1032028	1032396		plus	predicted protein	ycgJ	0	protein-coding		BAL38242.1	122	ECMDS42_0964
AP012306.1	1032499	1032900		minus	predicted protein	ycgK	0	protein-coding		BAL38243.1	133	ECMDS42_0965
AP012306.1	1033109	1033435		plus	conserved protein	ycgL	0	protein-coding		BAL38244.1	108	ECMDS42_0966
AP012306.1	1033507	1034166		plus	predicted isomerase/hydrolase	ycgM	0	protein-coding		BAL38245.1	219	ECMDS42_0967
AP012306.1	1034258	1034704		plus	conserved protein	ycgN	0	protein-coding		BAL38246.1	148	ECMDS42_0968
AP012306.1	1034911	1035822		minus	hemolysin E	hlyE	0	protein-coding		BAL38247.1	303	ECMDS42_0969
AP012306.1	1036195	1036614		plus	DNA polymerase V, subunit D	umuD	0	protein-coding		BAL38248.1	139	ECMDS42_0970
AP012306.1	1036614	1037882		plus	DNA polymerase V, subunit C	umuC	0	protein-coding		BAL38249.1	422	ECMDS42_0971
AP012306.1	1037928	1038458		minus	oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I	dsbB	0	protein-coding		BAL38250.1	176	ECMDS42_0972
AP012306.1	1038604	1040145		minus	sodium:proton antiporter	nhaB	0	protein-coding		BAL38251.1	513	ECMDS42_0973
AP012306.1	1040366	1041085		plus	DNA-binding transcriptional dual regulator	fadR	0	protein-coding		BAL38252.1	239	ECMDS42_0974
AP012306.1	1041137	1042669		minus	conserved protein	ycgB	0	protein-coding		BAL38253.1	510	ECMDS42_0975
AP012306.1	1042999	1044297		plus	D-amino acid dehydrogenase	dadA	0	protein-coding		BAL38254.1	432	ECMDS42_0976
AP012306.1	1044307	1045377		plus	alanine racemase 2, PLP-binding	dadX	0	protein-coding		BAL38255.1	356	ECMDS42_0977
AP012306.1	1045763	1047499		minus	predicted cation/proton antiporter	cvrA	0	protein-coding		BAL38256.1	578	ECMDS42_0978
AP012306.1	1047594	1048508		minus	L,D-carboxypeptidase A	ldcA	0	protein-coding		BAL38257.1	304	ECMDS42_0979
AP012306.1	1048608	1049219		plus	lytic murein endotransglycosylase E	emtA	0	protein-coding		BAL38258.1	203	ECMDS42_0980
AP012306.1	1049221	1049955		minus	hypothetical protein	ycgR	0	protein-coding		BAL38259.1	244	ECMDS42_0981
AP012306.1	1050156	1050410		plus	predicted inner membrane protein	ymgE	0	protein-coding		BAL38260.1	84	ECMDS42_0982
AP012306.1	1050588	1051028		plus	predicted protein	ycgY	0	protein-coding		BAL38261.1	146	ECMDS42_0983
AP012306.1	1051107	1052804		minus	periplasmic trehalase	treA	0	protein-coding		BAL38262.1	565	ECMDS42_0984
AP012306.1	1053124	1054542		minus	fused predicted dihydroxyacetone-specific PTS enzyme HPr component/EI component	dhaH	0	protein-coding		BAL38263.1	472	ECMDS42_0985
AP012306.1	1054553	1055185		minus	dihydroxyacetone kinase, C-terminal domain	dhaL	0	protein-coding		BAL38264.1	210	ECMDS42_0986
AP012306.1	1055196	1056266		minus	dihydroxyacetone kinase, N-terminal domain	dhaK	0	protein-coding		BAL38265.1	356	ECMDS42_0987
AP012306.1	1056494	1058413		plus	predicted DNA-binding transcriptional regulator, dihydroxyacetone	dhaR	0	protein-coding		BAL38266.1	639	ECMDS42_0988
AP012306.1	1058513	1061380		minus	predicted adhesin	ycgV	0	protein-coding		BAL38267.1	955	ECMDS42_0989
AP012306.1	1062149	1063240		minus	predicted GTP-binding protein	ychF	0	protein-coding		BAL38268.1	363	ECMDS42_0990
AP012306.1	1063357	1063941		minus	peptidyl-tRNA hydrolase	pth	0	protein-coding		BAL38269.1	194	ECMDS42_0991
AP012306.1	1064219	1064497		plus	predicted inner membrane protein	ychH	0	protein-coding		BAL38270.1	92	ECMDS42_0992
AP012306.1	1064552	1066231		minus	predicted transporter	ychM	0	protein-coding		BAL38271.1	559	ECMDS42_0993
AP012306.1	1066356	1067303		minus	phosphoribosylpyrophosphate synthase	prsA	0	protein-coding		BAL38272.1	315	ECMDS42_0994
AP012306.1	1067454	1068305		minus	4-diphosphocytidyl-2-C-methylerythritol kinase	ispE	0	protein-coding		BAL38273.1	283	ECMDS42_0995
AP012306.1	1068305	1068928		minus	chaperone for lipoproteins	lolB	0	protein-coding		BAL38274.1	207	ECMDS42_0996
AP012306.1	1069142	1070398		plus	glutamyl tRNA reductase	hemA	0	protein-coding		BAL38275.1	418	ECMDS42_0997
AP012306.1	1070440	1071522		plus	peptide chain release factor RF-1	prfA	0	protein-coding		BAL38276.1	360	ECMDS42_0998
AP012306.1	1071522	1072355		plus	N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2	prmC	0	protein-coding		BAL38277.1	277	ECMDS42_0999
AP012306.1	1072352	1072744		plus	predicted transcriptional regulator	ychQ	0	protein-coding		BAL38278.1	130	ECMDS42_1000
AP012306.1	1072748	1073557		plus	predicted transcriptional regulator	ychA	0	protein-coding		BAL38279.1	269	ECMDS42_1001
AP012306.1	1073593	1074447		plus	3-deoxy-D-manno-octulosonate 8-phosphate synthase	kdsA	0	protein-coding		BAL38280.1	284	ECMDS42_1002
AP012306.1	1074596	1074703		minus	toxic polypeptide, small	ldrA	0	protein-coding		BAL38281.1	35	ECMDS42_1003
AP012306.1	1074751	1074817		plus	uncharacterized gene	rdlA	0	misc_RNA				ECMDS42_1004
AP012306.1	1075131	1075238		minus	toxic polypeptide, small	ldrB	0	protein-coding		BAL38282.1	35	ECMDS42_1005
AP012306.1	1075286	1075351		plus	uncharacterized gene	rdlB	0	misc_RNA				ECMDS42_1006
AP012306.1	1075666	1075773		minus	toxic polypeptide, small	ldrC	0	protein-coding		BAL38283.1	35	ECMDS42_1007
AP012306.1	1075821	1075888		plus	uncharacterized gene	rdlC	0	misc_RNA				ECMDS42_1008
AP012306.1	1076177	1077277		minus	calcium/sodium:proton antiporter	chaA	0	protein-coding		BAL38284.1	366	ECMDS42_1009
AP012306.1	1077547	1077777		plus	predicted cation regulator	chaB	0	protein-coding		BAL38285.1	76	ECMDS42_1010
AP012306.1	1077914	1078630		plus	regulatory protein for cation transport	chaC	0	protein-coding		BAL38286.1	238	ECMDS42_1011
AP012306.1	1078674	1079027		minus	conserved protein	ychN	0	protein-coding		BAL38287.1	117	ECMDS42_1012
AP012306.1	1079353	1080606		plus	predicted invasin	ychP	0	protein-coding		BAL38288.1	417	ECMDS42_1013
AP012306.1	1080607	1081257		minus	DNA-binding response regulator in two-component regulatory system with NarX	narL	0	protein-coding		BAL38289.1	216	ECMDS42_1014
AP012306.1	1081250	1083046		minus	sensory histidine kinase in two-component regulatory system with NarL	narX	0	protein-coding		BAL38290.1	598	ECMDS42_1015
AP012306.1	1083385	1084776		plus	nitrate/nitrite transporter	narK	0	protein-coding		BAL38291.1	463	ECMDS42_1016
AP012306.1	1085292	1089035		plus	nitrate reductase 1, alpha subunit	narG	0	protein-coding		BAL38292.1	1247	ECMDS42_1017
AP012306.1	1089032	1090570		plus	nitrate reductase 1, beta (Fe-S) subunit	narH	0	protein-coding		BAL38293.1	512	ECMDS42_1018
AP012306.1	1090567	1091277		plus	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1	narJ	0	protein-coding		BAL38294.1	236	ECMDS42_1019
AP012306.1	1091277	1091954		plus	nitrate reductase 1, gamma (cytochrome b(NR)) subunit	narI	0	protein-coding		BAL38295.1	225	ECMDS42_1020
AP012306.1	1092137	1092412		plus	predicted protein	ychS	0	protein-coding		BAL38296.1	91	ECMDS42_1021
AP012306.1	1092494	1092664		minus	uncharacterized gene	rttR	0	misc_RNA				ECMDS42_1022
AP012306.1	1092515	1092616		minus	predicted protamine-like protein	tpr	0	protein-coding		BAL38297.1	33	ECMDS42_1023
AP012306.1	1092672	1092756		minus	tRNA-Tyr	tyrV	0	tRNA				ECMDS42_1024
AP012306.1	1092966	1093050		minus	tRNA-Tyr	tyrT	0	tRNA				ECMDS42_1025
AP012306.1	1093210	1094052		minus	formyltetrahydrofolate hydrolase	purU	0	protein-coding		BAL38298.1	280	ECMDS42_1026
AP012306.1	1094102	1094560		minus	conserved protein	ychJ	0	protein-coding		BAL38299.1	152	ECMDS42_1027
AP012306.1	1094634	1095578		plus	conserved protein	rssA	0	protein-coding		BAL38300.1	314	ECMDS42_1028
AP012306.1	1095670	1096683		plus	response regulator of RpoS	rssB	0	protein-coding		BAL38301.1	337	ECMDS42_1029
AP012306.1	1096885	1097793		plus	glucose-1-phosphate uridylyltransferase	galU	0	protein-coding		BAL38302.1	302	ECMDS42_1030
AP012306.1	1097937	1098350		minus	global DNA-binding transcriptional dual regulator H-NS	hns	0	protein-coding		BAL38303.1	137	ECMDS42_1031
AP012306.1	1098955	1099572		plus	thymidine kinase/deoxyuridine kinase	tdk	0	protein-coding		BAL38304.1	205	ECMDS42_1032
AP012306.1	1099854	1100444		minus	uncharacterized gene	ychG	0	other				ECMDS42_1033
AP012306.1	1100041	1100792		minus	uncharacterized gene	ychG	0	other				ECMDS42_1034
AP012306.1	1100396	1100626		minus	uncharacterized gene	ychG	0	other				ECMDS42_1035
AP012306.1	1100874	1103549		minus	fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase	adhE	0	protein-coding		BAL38305.1	891	ECMDS42_1036
AP012306.1	1104026	1104673		plus	predicted inner membrane protein	ychE	0	protein-coding		BAL38306.1	215	ECMDS42_1037
AP012306.1	1105411	1107042		plus	oligopeptide transporter subunit	oppA	0	protein-coding		BAL38307.1	543	ECMDS42_1038
AP012306.1	1107128	1108048		plus	oligopeptide transporter subunit	oppB	0	protein-coding		BAL38308.1	306	ECMDS42_1039
AP012306.1	1108063	1108971		plus	oligopeptide transporter subunit	oppC	0	protein-coding		BAL38309.1	302	ECMDS42_1040
AP012306.1	1108983	1109996		plus	oligopeptide transporter subunit	oppD	0	protein-coding		BAL38310.1	337	ECMDS42_1041
AP012306.1	1109993	1110997		plus	oligopeptide transporter subunit	oppF	0	protein-coding		BAL38311.1	334	ECMDS42_1042
AP012306.1	1111050	1111379		minus	predicted protein	yciU	0	protein-coding		BAL38312.1	109	ECMDS42_1043
AP012306.1	1111414	1112874		minus	cardiolipin synthase 1	cls	0	protein-coding		BAL38313.1	486	ECMDS42_1044
AP012306.1	1113245	1114498		minus	voltage-gated potassium channel	kch	0	protein-coding		BAL38314.1	417	ECMDS42_1045
AP012306.1	1114798	1115094		minus	predicted enzyme	yciI	0	protein-coding		BAL38315.1	98	ECMDS42_1046
AP012306.1	1115318	1116037		plus	membrane spanning protein in TonB-ExbB-ExbD complex	tonB	0	protein-coding		BAL38316.1	239	ECMDS42_1047
AP012306.1	1116077	1116475		minus	predicted hydrolase	yciA	0	protein-coding		BAL38317.1	132	ECMDS42_1048
AP012306.1	1116580	1117119		minus	predicted inner membrane protein	yciB	0	protein-coding		BAL38318.1	179	ECMDS42_1049
