Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
U00096.3	1303834	1304742		plus	murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC	oppC	0	protein-coding		AAC74327.1	302	b1245
U00096.3	1304754	1305767		plus	murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD	oppD	0	protein-coding		AAT48129.1	337	b1246
U00096.3	1305764	1306768		plus	murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF	oppF	0	protein-coding		AAC74329.1	334	b1247
U00096.3	1306821	1307150		minus	DUF440 domain-containing protein YciU	yciU	0	protein-coding		AAC74330.2	109	b1248
U00096.3	1307185	1308645		minus	cardiolipin synthase A	clsA	0	protein-coding		AAC74331.1	486	b1249
U00096.3	1308788	1308961		plus	uncharacterized protein YciY	yciY	0	protein-coding		ABP93442.1	57	b4595
U00096.3	1309016	1310269		minus	K(+) channel Kch	kch	0	protein-coding		AAC74332.1	417	b1250
U00096.3	1310569	1310865		minus	protein YciI	yciI	0	protein-coding		AAC74333.2	98	b1251
U00096.3	1311089	1311808		plus	Ton complex subunit TonB	tonB	0	protein-coding		AAC74334.1	239	b1252
U00096.3	1311848	1312246		minus	acyl-CoA thioesterase YciA	yciA	0	protein-coding		AAC74335.1	132	b1253
U00096.3	1312351	1312890		minus	inner membrane protein	yciB	0	protein-coding		AAC74336.1	179	b1254
U00096.3	1312920	1313663		minus	putative inner membrane protein	yciC	0	protein-coding		AAC74337.1	247	b1255
U00096.3	1314020	1314658		plus	outer membrane protein W	ompW	0	protein-coding		AAC74338.1	212	b1256
U00096.3	1314718	1315224		minus	DUF892 domain-containing protein YciE	yciE	0	protein-coding		AAC74339.1	168	b1257
U00096.3	1315270	1315770		minus	DUF892 domain-containing protein YciF	yciF	0	protein-coding		AAC74340.1	166	b1258
U00096.3	1315856	1316035		minus	stress-induced bacterial acidophilic repeat motifs-containing protein YciG	yciG	0	protein-coding		AAC74341.2	59	b1259
U00096.3	1316416	1317222		minus	tryptophan synthase subunit alpha	trpA	0	protein-coding		AAC74342.1	268	b1260
U00096.3	1317222	1318415		minus	tryptophan synthase subunit beta	trpB	0	protein-coding		AAC74343.1	397	b1261
U00096.3	1318427	1319788		minus	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	trpC	0	protein-coding		AAC74344.3	453	b1262
U00096.3	1319789	1321384		minus	anthranilate synthase subunit TrpD	trpD	0	protein-coding		AAC74345.1	531	b1263
U00096.3	1321384	1322946		minus	anthranilate synthase subunit TrpE	trpE	0	protein-coding		AAC74346.1	520	b1264
U00096.3	1323038	1323082		minus	trp operon leader peptide	trpL	0	protein-coding		AAC74347.1	14	b1265
U00096.3	1323220	1324101		plus	RNase AM	rnm	0	protein-coding		AAC74348.1	293	b1266
U00096.3	1324098	1324718		plus	putative RNA-binding protein YciO	yciO	0	protein-coding		AAC74349.2	206	b1267
U00096.3	1324746	1326641		plus	DUF2207 domain-containing protein YciQ	yciQ	0	protein-coding		AAC74350.1	631	b1268
U00096.3	1326852	1327727		plus	23S rRNA pseudouridine(2605) synthase	rluB	0	protein-coding		AAC74351.1	291	b1269
U00096.3	1327767	1328357		minus	cobinamide/cobalamin adenosyltransferase	btuR	0	protein-coding		AAC74352.1	196	b1270
U00096.3	1328354	1329112		minus	putative oxidoreductase	yciK	0	protein-coding		AAC74353.1	252	b1271
U00096.3	1329332	1330381		plus	S49 peptidase family protein	sohB	0	protein-coding		AAC74354.1	349	b1272
U00096.3	1330417	1330668		minus	protein YciN	yciN	0	protein-coding		AAC74355.1	83	b1273
U00096.3	1331048	1333645		plus	DNA topoisomerase 1	topA	0	protein-coding		AAC74356.1	865	b1274
U00096.3	1333855	1334829		plus	DNA-binding transcriptional dual regulator CysB	cysB	0	protein-coding		AAC74357.1	324	b1275
U00096.3	1335148	1335288		plus	uncharacterized protein YmiA	ymiA	0	protein-coding		ABD18655.3	46	b4522
U00096.3	1335291	1335458		plus	uncharacterized protein YciX	yciX	0	protein-coding		ABD18656.2	55	b4523
U00096.3	1335572	1335667		plus	protein YmiC	ymiC	0	protein-coding		AYC08199.1	31	b4741
U00096.3	1335831	1338506		plus	aconitate hydratase 1	acnA	0	protein-coding		AAC74358.1	891	b1276
U00096.3	1338570	1339160		minus	GTP cyclohydrolase 2	ribA	0	protein-coding		AAC74359.1	196	b1277
U00096.3	1339330	1340094		plus	phosphatidylglycerophosphatase B	pgpB	0	protein-coding		AAC74360.1	254	b1278
U00096.3	1340243	1340551		plus	lipopolysaccharide assembly protein A	lapA	0	protein-coding		AAC74361.1	102	b1279
U00096.3	1340558	1341727		plus	lipopolysaccharide assembly protein B	lapB	0	protein-coding		AAC74362.1	389	b1280
U00096.3	1341921	1342658		plus	orotidine-5'-phosphate decarboxylase	pyrF	0	protein-coding		AAC74363.1	245	b1281
U00096.3	1342658	1342984		plus	putative translation factor	yciH	0	protein-coding		AAC74364.2	108	b1282
U00096.3	1343110	1343328		minus	osmotically-inducible lipoprotein OsmB	osmB	0	protein-coding		AAC74365.1	72	b1283
U00096.3	1343597	1344346		minus	DNA-binding transcriptional dual regulator YciT	yciT	0	protein-coding		AAC74366.1	249	b1284
U00096.3	1344436	1344609		minus	UPF0509 family protein YciZ	yciZ	0	protein-coding		ABP93443.1	57	b4596
U00096.3	1344647	1344775		plus	protein YmiD	ymiD	0	protein-coding		QNV50525.1	42	b4772
U00096.3	1344757	1346742		minus	cyclic di-GMP phosphodiesterase PdeR	pdeR	0	protein-coding		AAC74367.1	661	b1285
U00096.3	1346796	1346900		plus	putative protein YmiB	ymiB	0	protein-coding		ACO59991.1	34	b4672
U00096.3	1346978	1348912		minus	RNase II	rnb	0	protein-coding		AAC74368.1	644	b1286
U00096.3	1348980	1350107		minus	putative peroxidase YciW	yciW	0	protein-coding		AAC74369.2	375	b1287
U00096.3	1350251	1351039		minus	enoyl-[acyl-carrier-protein] reductase	fabI	0	protein-coding		AAC74370.1	262	b1288
U00096.3	1351407	1351760		minus	DUF559 domain-containing protein YcjD	ycjD	0	protein-coding		AAC74371.1	117	b1289
U00096.3	1351828	1352634		minus	putrescine ABC exporter ATP binding protein SapF	sapF	0	protein-coding		AAC74372.1	268	b1290
U00096.3	1352636	1353628		minus	putrescine ABC exporter ATP binding protein SapD	sapD	0	protein-coding		AAC74373.1	330	b1291
U00096.3	1353628	1354518		minus	putrescine ABC exporter membrane protein SapC	sapC	0	protein-coding		AAC74374.1	296	b1292
U00096.3	1354505	1355470		minus	putrescine ABC exporter membrane subunit SapB	sapB	0	protein-coding		AAC74375.1	321	b1293
U00096.3	1355467	1357110		minus	putative periplasmic binding protein SapA	sapA	0	protein-coding		AAC74376.1	547	b1294
U00096.3	1357423	1357668		minus	DUF2543 domain-containing protein YmjA	ymjA	0	protein-coding		AAC74377.1	81	b1295
U00096.3	1357802	1359187		minus	putrescine:H(+) symporter PuuP	puuP	0	protein-coding		AAC74378.2	461	b1296
U00096.3	1359177	1359341		minus	protein YmjE	ymjE	0	protein-coding		AYC08200.1	54	b4742
U00096.3	1359490	1360908		minus	glutamate-putrescine ligase	puuA	0	protein-coding		AAC74379.2	472	b1297
U00096.3	1361120	1361884		plus	gamma-glutamyl-gamma-aminobutyrate hydrolase	puuD	0	protein-coding		AAC74380.2	254	b1298
U00096.3	1361911	1362468		plus	DNA-binding transcriptional repressor PuuR	puuR	0	protein-coding		AAC74381.1	185	b1299
U00096.3	1362743	1364230		plus	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase	puuC	0	protein-coding		AAC74382.1	495	b1300
U00096.3	1364232	1365512		plus	gamma-glutamylputrescine oxidase	puuB	0	protein-coding		AAC74383.1	426	b1301
U00096.3	1365550	1366815		plus	4-aminobutyrate aminotransferase PuuE	puuE	0	protein-coding		AAC74384.1	421	b1302
U00096.3	1366935	1367912		minus	DNA-binding transcriptional dual regulator PspF	pspF	0	protein-coding		AAC74385.2	325	b1303
U00096.3	1368079	1368747		plus	phage shock protein A	pspA	0	protein-coding		AAC74386.1	222	b1304
U00096.3	1368801	1369025		plus	phage shock protein B	pspB	0	protein-coding		AAC74387.1	74	b1305
U00096.3	1369025	1369384		plus	phage shock protein C	pspC	0	protein-coding		AAC74388.1	119	b1306
U00096.3	1369393	1369614		plus	phage shock protein D	pspD	0	protein-coding		AAC74389.1	73	b1307
U00096.3	1369689	1370003		plus	thiosulfate sulfurtransferase PspE	pspE	0	protein-coding		AAC74390.1	104	b1308
U00096.3	1370216	1371895		plus	glucosylglycerate phosphorylase	ycjM	0	protein-coding		AAC74391.2	559	b1309
U00096.3	1371909	1373201		plus	putative ABC transporter periplasmic binding protein YcjN	ycjN	0	protein-coding		AAC74392.1	430	b1310
U00096.3	1373222	1374103		plus	putative ABC transporter membrane subunit YcjO	ycjO	0	protein-coding		AAC74393.1	293	b1311
U00096.3	1374090	1374932		plus	putative ABC transporter membrane subunit YcjP	ycjP	0	protein-coding		AAC74394.1	280	b1312
U00096.3	1374963	1376015		plus	D-guloside 3-dehydrogenase	ycjQ	0	protein-coding		AAC74395.1	350	b1313
U00096.3	1376034	1376822		plus	3-dehydro-D-guloside 4-epimerase	ycjR	0	protein-coding		AAC74396.2	262	b1314
U00096.3	1376832	1377887		plus	D-glucoside 3-dehydrogenase	ycjS	0	protein-coding		AAC74397.1	351	b1315
U00096.3	1377884	1380151		plus	kojibiose phosphorylase	ycjT	0	protein-coding		AAC74398.1	755	b1316
U00096.3	1380148	1380807		plus	beta-phosphoglucomutase	ycjU	0	protein-coding		AAC74399.1	219	b1317
U00096.3	1380821	1381789		plus	uncharacterized gene	ycjV	0	pseudogene				b1318
U00096.3	1381789	1381902		plus	uncharacterized gene	ymjB	0	pseudogene				b4524
U00096.3	1381947	1382852		plus	outer membrane porin G	ompG	0	protein-coding		AAC74401.1	301	b1319
U00096.3	1382963	1383961		minus	DNA-binding transcriptional repressor YcjW	ycjW	0	protein-coding		AAC74402.1	332	b1320
U00096.3	1384117	1385514		plus	DUF463 domain-containing protein YcjX	ycjX	0	protein-coding		AAC74403.1	465	b1321
U00096.3	1385511	1386572		plus	DUF697 domain-containing inner membrane protein YcjF	ycjF	0	protein-coding		AAC74404.1	353	b1322
U00096.3	1386720	1388261		plus	DNA-binding transcriptional dual regulator TyrR	tyrR	0	protein-coding		AAC74405.1	513	b1323
U00096.3	1388305	1388811		minus	lipid hydroperoxide peroxidase	tpx	0	protein-coding		AAC74406.1	168	b1324
U00096.3	1388930	1389895		plus	L-Ala-D/L-Glu epimerase	ycjG	0	protein-coding		AAC74407.2	321	b1325
U00096.3	1389870	1390598		minus	murein tripeptide amidase A	mpaA	0	protein-coding		AAC74408.2	242	b1326
U00096.3	1390680	1390862		minus	putative uncharacterized protein YmjC	ymjC	0	protein-coding		AYC08201.1	60	b4525
U00096.3	1390868	1390933		minus	uncharacterized protein YmjD	ymjD	0	protein-coding		AYC08202.1	21	b4673
U00096.3	1390933	1391853		minus	putative hydrolase YcjY	ycjY	0	protein-coding		AAC74409.2	306	b1327
U00096.3	1391991	1392890		plus	DNA-binding transcriptional repressor PgrR	pgrR	0	protein-coding		AAC74410.1	299	b1328
U00096.3	1393227	1394840		plus	murein tripeptide ABC transporter periplasmic binding protein	mppA	0	protein-coding		AAC74411.2	537	b1329
U00096.3	1394891	1395922		minus	small conductance mechanosensitive channel YnaI	ynaI	0	protein-coding		AAC74412.1	343	b1330
U00096.3	1396112	1397092		plus	IS5 family transposase and trans-activator	insH4	0	protein-coding		AYC08198.2	326	b1331
U00096.3	1397365	1397622		plus	DUF2534 domain-containing protein YnaJ	ynaJ	0	protein-coding		AAC74414.1	85	b1332
U00096.3	1397672	1398622		minus	universal stress protein E	uspE	0	protein-coding		AAC74415.1	316	b1333
U00096.3	1398774	1399526		minus	DNA-binding transcriptional dual regulator FNR	fnr	0	protein-coding		AAC74416.1	250	b1334
U00096.3	1399721	1400236		minus	methylated-DNA--[protein]-cysteine S-methyltransferase	ogt	0	protein-coding		AAC74417.1	171	b1335
U00096.3	1400247	1401773		minus	p-aminobenzoyl glutamate:H(+) symporter	abgT	0	protein-coding		AAC74418.2	508	b1336
U00096.3	1401810	1403255		minus	p-aminobenzoyl-glutamate hydrolase subunit B	abgB	0	protein-coding		AAC74419.1	481	b1337
U00096.3	1403255	1404565		minus	p-aminobenzoyl-glutamate hydrolase subunit A	abgA	0	protein-coding		AAC74420.2	436	b1338
U00096.3	1404741	1405649		plus	putative LysR-type DNA-binding transcriptional regulator AbgR	abgR	0	protein-coding		AAC74421.1	302	b1339
U00096.3	1405658	1405751		minus	small regulatory RNA McaS	mcaS	0	ncRNA				b4426
U00096.3	1405979	1406542		plus	DNA endonuclease SmrA	smrA	0	protein-coding		AAC74422.1	187	b1340
U00096.3	1406563	1407795		minus	diguanylate cyclase DgcM	dgcM	0	protein-coding		AAC74423.2	410	b1341
U00096.3	1407989	1408036		plus	protein YnaN	ynaN	0	protein-coding		QNV50526.1	15	b4773
U00096.3	1408050	1409033		plus	Zn(2(+)):H(+) symporter	zntB	0	protein-coding		AAC74424.1	327	b1342
U00096.3	1409129	1409250		plus	small regulatory RNA FnrS	fnrS	0	ncRNA				b4699
U00096.3	1409308	1409481		plus	protein YnaL	ynaL	0	protein-coding		AYC08203.1	57	b4743
U00096.3	1409511	1410884		plus	ATP-dependent RNA helicase DbpA	dbpA	0	protein-coding		AAC74425.1	457	b1343
U00096.3	1411013	1411948		minus	tRNA cytosine(32) 2-sulfurtransferase TtcA	ttcA	0	protein-coding		AAC74426.1	311	b1344
U00096.3	1412000	1413235		minus	putative integrase	intR	0	protein-coding		AAC74427.1	411	b1345
U00096.3	1413237	1413452		minus	excisionase	xisR	0	protein-coding		AAC74428.2	71	b1346
U00096.3	1413531	1413740		minus	double-strand break reduction protein	rcbA	0	protein-coding		AAC74429.1	69	b1347
U00096.3	1413556	1413734		plus	small regulatory RNA antitoxin RalA	ralA	0	ncRNA				b4714
U00096.3	1413733	1413927		minus	endodeoxyribonuclease toxin RalR	ralR	0	protein-coding		AAC74430.1	64	b1348
U00096.3	1413984	1414793		minus	recombinase RecT	recT	0	protein-coding		AAC74431.1	269	b1349
U00096.3	1414786	1417386		minus	exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific	recE	0	protein-coding		AAC74432.1	866	b1350
U00096.3	1417488	1417763		minus	protein RacC	racC	0	protein-coding		AAC74433.1	91	b1351
U00096.3	1417838	1418008		minus	zinc-binding protein	ydaE	0	protein-coding		ABD18659.1	56	b4526
U00096.3	1418008	1418229		minus	inhibitor of FtsZ	kilR	0	protein-coding		AAC74434.2	73	b1352
U00096.3	1418405	1418502		minus	small RNA KilS	kilS	0	ncRNA				b4833
U00096.3	1418671	1419159		plus	phage superinfection exclusion protein	sieB	0	protein-coding		AAC74435.2	162	b1353
U00096.3	1419156	1419311		minus	DUF1391 domain-containing protein YdaF	ydaF	0	protein-coding		AAC74436.2	51	b4527
U00096.3	1419322	1419456		minus	uncharacterized protein YdaG	ydaG	0	protein-coding		AAC74437.2	44	b1355
U00096.3	1419765	1420241		minus	DNA-binding transcriptional repressor RacR	racR	0	protein-coding		AAC74438.1	158	b1356
U00096.3	1420365	1420661		plus	toxin YdaS	ydaS	0	protein-coding		AAC74439.1	98	b1357
U00096.3	1420684	1421106		plus	protein YdaT	ydaT	0	protein-coding		AAC74440.1	140	b1358
U00096.3	1421119	1421976		plus	DUF1376 domain-containing protein YdaU	ydaU	0	protein-coding		AAC74441.1	285	b1359
U00096.3	1421983	1422729		plus	putative ATP-binding protein YdaV	ydaV	0	protein-coding		AAC74442.1	248	b1360
U00096.3	1422752	1423312		plus	putative uncharacterized protein YdaW	ydaW	0	protein-coding		AYC08204.1	186	b1361
U00096.3	1423345	1423644		plus	uncharacterized gene	rzpR	0	pseudogene				b1362
U00096.3	1423400	1423585		plus	putative prophage outer membrane lipoprotein RzoR	rzoR	0	protein-coding		ABD18660.1	61	b4528
U00096.3	1423782	1425239		plus	K(+) transporter TrkG	trkG	0	protein-coding		AAC74445.1	485	b1363
U00096.3	1425377	1425640		plus	ParB-like nuclease domain-containing protein YnaK	ynaK	0	protein-coding		AAC74447.1	87	b1365
U00096.3	1425621	1425980		plus	putative uncharacterized protein YdaY	ydaY	0	protein-coding		AYC08205.1	119	b1366
U00096.3	1426454	1427482		plus	putative prophage tail length tape measure domain-containing protein YnaA	ynaA	0	protein-coding		AYC08206.1	342	b1368
U00096.3	1427389	1428984		plus	uncharacterized gene	lomR	0	pseudogene				b4570
U00096.3	1427746	1428726		minus	IS5 family transposase and trans-activator	insH5	0	protein-coding		AAC74452.1	326	b1370
U00096.3	1429049	1432411		plus	putative prophage side tail fiber protein StfR	stfR	0	protein-coding		AAC74454.2	1120	b1372
U00096.3	1432411	1432986		plus	putative tail fiber assembly protein TfaR	tfaR	0	protein-coding		AAC74455.1	191	b1373
U00096.3	1433084	1433674		minus	putative site-specific recombinase	pinR	0	protein-coding		AAC74456.1	196	b1374
U00096.3	1433991	1434224		minus	uncharacterized protein YnaE	ynaE	0	protein-coding		AAC74457.2	77	b1375
U00096.3	1434293	1434406		minus	protein YnaM	ynaM	0	protein-coding		AYC08207.1	37	b4744
U00096.3	1434958	1435008		minus	uncharacterized gene	ttcC	0	pseudogene				b4638
U00096.3	1435185	1435619		minus	universal stress protein F	uspF	0	protein-coding		AAC74458.2	144	b1376
U00096.3	1435760	1436893		minus	outer membrane porin N	ompN	0	protein-coding		AAC74459.1	377	b1377
U00096.3	1437121	1437231		plus	small regulatory RNA MicC	micC	0	ncRNA				b4427
U00096.3	1437260	1440784		minus	putative pyruvate-flavodoxin oxidoreductase	ydbK	0	protein-coding		AAC74460.1	1174	b1378
U00096.3	1441058	1441324		plus	DUF333 domain-containing protein YdbJ	ydbJ	0	protein-coding		ABD18661.1	88	b4529
U00096.3	1441321	1441743		minus	lipoprotein implicated in Novobiocin resistance	hslJ	0	protein-coding		AAC74461.1	140	b1379
U00096.3	1441854	1442843		minus	D-lactate dehydrogenase	ldhA	0	protein-coding		AAC74462.1	329	b1380
U00096.3	1443051	1445690		plus	putative phospholipid transport factor YdbH	ydbH	0	protein-coding		AAC74463.1	879	b1381
U00096.3	1445687	1445872		plus	lipoprotein YnbE	ynbE	0	protein-coding		AAC74464.1	61	b1382
U00096.3	1445880	1446206		plus	DUF1318 domain-containing protein YdbL	ydbL	0	protein-coding		AAC74465.2	108	b1383
U00096.3	1446378	1447283		minus	DNA-binding transcriptional activator FeaR	feaR	0	protein-coding		AAC74466.1	301	b1384
U00096.3	1447519	1449018		plus	phenylacetaldehyde dehydrogenase	feaB	0	protein-coding		AAC74467.2	499	b1385
U00096.3	1449076	1451349		minus	copper-containing amine oxidase	tynA	0	protein-coding		AAC74468.1	757	b1386
U00096.3	1451597	1453642		minus	fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase	paaZ	0	protein-coding		AAC74469.1	681	b1387
U00096.3	1453927	1454856		plus	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit	paaA	0	protein-coding		AAC74470.1	309	b1388
U00096.3	1454868	1455155		plus	phenylacetyl-CoA 1,2-epoxidase subunit B	paaB	0	protein-coding		AAC74471.1	95	b1389
U00096.3	1455164	1455910		plus	phenylacetyl-CoA 1,2-epoxidase, structural subunit	paaC	0	protein-coding		AAC74472.1	248	b1390
U00096.3	1455925	1456422		plus	phenylacetate degradation protein	paaD	0	protein-coding		AAC74473.4	165	b1391
U00096.3	1456430	1457500		plus	phenylacetyl-CoA 1,2-epoxidase, reductase subunit	paaE	0	protein-coding		AAC74474.1	356	b1392
U00096.3	1457497	1458264		plus	putative 2,3-dehydroadipyl-CoA hydratase	paaF	0	protein-coding		AAC74475.1	255	b1393
U00096.3	1458264	1459052		plus	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	paaG	0	protein-coding		AAC74476.1	262	b1394
U00096.3	1459054	1460481		plus	3-hydroxyadipyl-CoA dehydrogenase	paaH	0	protein-coding		AAC74477.1	475	b1395
U00096.3	1460471	1460893		plus	phenylacetyl-CoA thioesterase	paaI	0	protein-coding		AAC74478.1	140	b1396
U00096.3	1460893	1462098		plus	beta-ketoadipyl-CoA thiolase	paaJ	0	protein-coding		AAC74479.1	401	b1397
U00096.3	1462125	1463438		plus	phenylacetate-CoA ligase	paaK	0	protein-coding		AAC74480.1	437	b1398
U00096.3	1463539	1464489		plus	DNA-binding transcriptional repressor PaaX	paaX	0	protein-coding		AAC74481.1	316	b1399
U00096.3	1464471	1465061		plus	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase	paaY	0	protein-coding		AAC74482.1	196	b1400
U00096.3	1465165	1465230		minus	uncharacterized protein YnbG	ynbG	0	protein-coding		ACO59992.1	21	b4674
U00096.3	1465392	1474013		plus	uncharacterized gene	ydbA	0	pseudogene				b4492
U00096.3	1467921	1468826		minus	IS2 insertion element protein InsB	insD2	0	protein-coding		AAC74484.1	301	b1402
U00096.3	1468784	1469149		minus	IS2 insertion element repressor InsA	insC2	0	protein-coding		AAC74485.2	121	b1403
U00096.3	1469358	1470509		plus	IS30 family transposase	insI2	0	protein-coding		AAC74486.1	383	b1404
U00096.3	1474221	1475081		plus	pyridoxal reductase	pdxI	0	protein-coding		AAC74488.1	286	b1406
U00096.3	1475144	1477450		plus	DUF2773 domain-containing protein YdbD	ydbD	0	protein-coding		AAC74489.2	768	b1407
U00096.3	1477621	1478226		plus	CDP-alcohol phosphatidyltransferase domain-containing protein YnbA	ynbA	0	protein-coding		AAC74490.2	201	b1408
U00096.3	1478226	1479122		plus	putative CDP-diglyceride synthase	ynbB	0	protein-coding		AAC74491.1	298	b1409
U00096.3	1479138	1480895		plus	hydrolase/methyltransferase domain-containing protein YnbC	ynbC	0	protein-coding		AAC74492.1	585	b1410
U00096.3	1480909	1482201		plus	phosphatase domain-containing protein YnbD	ynbD	0	protein-coding		AAC74493.1	430	b1411
U00096.3	1482255	1482860		minus	FMN dependent NADH:quinone oxidoreductase	azoR	0	protein-coding		AAC74494.1	201	b1412
U00096.3	1483061	1486963		plus	ATP-dependent 3'->5' RNA helicase HrpA	hrpA	0	protein-coding		AAC74495.2	1300	b1413
U00096.3	1487235	1488035		plus	DUF218 domain-containing protein YdcF	ydcF	0	protein-coding		AAC74496.1	266	b1414
U00096.3	1488232	1489671		plus	aldehyde dehydrogenase A	aldA	0	protein-coding		AAC74497.1	479	b1415
U00096.3	1489713	1490713		minus	uncharacterized gene	gapC	0	pseudogene				b4493
U00096.3	1490902	1491432		plus	superoxide oxidase	cybB	0	protein-coding		AAC74500.2	176	b1418
U00096.3	1491442	1491506		minus	small regulatory RNA RydC	rydC	0	ncRNA				b4597
U00096.3	1491677	1491850		plus	protein YdcA	ydcA	0	protein-coding		AAC74501.1	57	b1419
U00096.3	1491876	1491944		plus	protein YncP	yncP	0	protein-coding		QNV50527.1	22	b4774
U00096.3	1491922	1492071		minus	toxin HokB	hokB	0	protein-coding		AAT48130.1	49	b4428
U00096.3	1491962	1492129		minus	putative regulatory protein MokB	mokB	0	protein-coding		AAC74502.1	55	b1420
U00096.3	1492119	1492175		plus	putative small regulatory RNA antitoxin SokB	sokB	0	ncRNA				b4429
U00096.3	1492470	1494110		plus	methyl-accepting chemotaxis protein Trg	trg	0	protein-coding		AAC74503.1	546	b1421
U00096.3	1494148	1495071		minus	DNA-binding transcriptional dual regulator YdcI	ydcI	0	protein-coding		AAC74504.2	307	b1422
U00096.3	1495288	1496631		plus	DUF1338 domain-containing protein YdcJ	ydcJ	0	protein-coding		AAC74505.1	447	b1423
U00096.3	1496856	1498511		plus	glucans biosynthesis protein D	opgD	0	protein-coding		AAC74506.3	551	b1424
U00096.3	1498651	1498875		plus	DUF465 domain-containing protein YdcH	ydcH	0	protein-coding		AAC74508.2	74	b1426
U00096.3	1498938	1499477		plus	ribosomal-protein-L12-serine N-acetyltransferase	rimL	0	protein-coding		AAC74509.1	179	b1427
U00096.3	1499469	1500449		minus	putative acyltransferase YdcK	ydcK	0	protein-coding		AAC74510.1	326	b1428
U00096.3	1500573	1501565		plus	tellurite resistance protein	tehA	0	protein-coding		AAC74511.1	330	b1429
U00096.3	1501562	1502155		plus	tellurite methyltransferase	tehB	0	protein-coding		AAC74512.1	197	b1430
U00096.3	1502457	1503125		plus	DUF3313 domain-containing lipoprotein YdcL	ydcL	0	protein-coding		AAC74513.1	222	b1431
U00096.3	1503218	1503649		minus	uncharacterized gene	yncK	0	pseudogene				b4578
U00096.3	1503657	1504865		plus	putative RNA-guided DNA endonuclease InsQ	insQ	0	protein-coding		AAC74514.3	402	b1432
U00096.3	1504905	1506080		minus	putative transport protein YdcO	ydcO	0	protein-coding		AAC74515.2	391	b1433
U00096.3	1506172	1506708		plus	DNA-binding transcriptional dual regulator SutR	sutR	0	protein-coding		AAC74516.1	178	b1434
U00096.3	1506781	1508742		plus	23S rRNA 5-hydroxycytidine C2501 synthase	rlhA	0	protein-coding		AAC74517.2	653	b1435
U00096.3	1508834	1509064		minus	DUF2554 domain-containing protein YncJ	yncJ	0	protein-coding		AAC74518.1	76	b1436
U00096.3	1509286	1509462		plus	mRNA interferase toxin HicA	hicA	0	protein-coding		AAC74519.2	58	b4532
U00096.3	1509508	1509924		plus	antitoxin of the HicA-HicB toxin-antitoxin system/ DNA-binding transcriptional repressor HicB	hicB	0	protein-coding		AAC74520.2	138	b1438
U00096.3	1510003	1511409		plus	fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR	ydcR	0	protein-coding		AAC74521.1	468	b1439
U00096.3	1511654	1512799		plus	putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase	ydcS	0	protein-coding		AAC74522.1	381	b1440
U00096.3	1512817	1513830		plus	putative ABC transporter ATP-binding protein YdcT	ydcT	0	protein-coding		AAC74523.1	337	b1441
U00096.3	1513831	1514772		plus	putative ABC transporter membrane subunit YdcU	ydcU	0	protein-coding		AAC74524.1	313	b1442
U00096.3	1514762	1515556		plus	putative ABC transporter membrane subunit YdcV	ydcV	0	protein-coding		AAC74525.1	264	b1443
U00096.3	1515578	1517002		plus	gamma-aminobutyraldehyde dehydrogenase	patD	0	protein-coding		AAC74526.1	474	b1444
U00096.3	1517099	1517194		minus	uncharacterized protein YncL	yncL	0	protein-coding		ABP93444.1	31	b4598
U00096.3	1517389	1517562		plus	orphan toxin OrtT	ortT	0	protein-coding		AAC74527.2	57	b1445
U00096.3	1517648	1517881		plus	DUF2526 domain-containing protein YdcY	ydcY	0	protein-coding		AAC74528.1	77	b1446
U00096.3	1517882	1518331		minus	putative inner membrane protein YdcZ	ydcZ	0	protein-coding		AAC74529.1	149	b1447
U00096.3	1518328	1518846		minus	L-amino acid N-acyltransferase	mnaT	0	protein-coding		AAC74530.1	172	b1448
U00096.3	1519027	1520064		plus	NADPH-dependent curcumin/dihydrocurcumin reductase	curA	0	protein-coding		AAC74531.4	345	b1449
U00096.3	1520262	1520927		plus	DNA-binding transcriptional dual regulator McbR	mcbR	0	protein-coding		AAC74532.2	221	b1450
U00096.3	1520963	1523065		minus	putative TonB-dependent outer membrane receptor	yncD	0	protein-coding		AAC74533.1	700	b1451
U00096.3	1523307	1524368		plus	PQQ-like domain-containing protein YncE	yncE	0	protein-coding		AAC74534.1	353	b1452
U00096.3	1524481	1525980		minus	L-asparagine transporter	ansP	0	protein-coding		AAC74535.2	499	b1453
U00096.3	1526247	1526864		plus	putative glutathione S-transferase YncG	yncG	0	protein-coding		AAC74536.1	205	b1454
